goodreads_book_id,tag_id,count
1624,15169,7
1624,22689,7
1624,17217,7
1624,21374,7
1624,11061,7
1624,32724,7
1624,32688,7
1624,414,7
1624,14877,7
1624,3598,7
1624,20774,6
1624,20824,6
1624,25151,6
1624,32077,6
1624,21195,6
1624,4968,6
1624,28839,6
1624,13227,6
1624,22696,6
1624,7693,6
1845,30574,144278
1845,21689,6361
1845,8717,6049
1845,11557,3214
1845,21773,2370
1845,4605,1907
1845,1691,1164
1845,31155,1079
1845,5207,606
1845,22743,540
1845,7457,447
1845,19733,374
1845,11743,370
1845,21195,333
1845,29045,281
1845,4594,269
1845,26735,267
1845,4615,246
1845,4949,244
1845,1938,234
1845,22753,214
1845,30521,203
1845,22597,199
1845,19742,185
1845,11590,179
1845,1642,176
1845,18045,170
1845,14552,164
1845,3389,140
1845,8055,140
1845,3392,122
1845,19738,120
1845,17213,114
1845,32586,109
1845,25114,109
1845,3371,108
1845,26740,107
1845,9221,104
1845,12315,102
1845,2277,101
1845,16651,97
1845,20774,95
1845,18367,91
1845,20849,85
1845,25151,84
1845,15169,83
1845,10644,81
1845,23471,80
1845,11505,78
1845,4587,78
1845,22034,77
1845,10197,76
1845,14370,76
1845,2104,74
1845,32477,73
1845,7404,72
1845,25152,69
1845,3611,69
1845,4561,69
1845,4611,65
1845,31265,63
1845,11497,62
1845,10708,62
1845,1416,61
1845,31156,61
1845,20570,61
1845,22689,60
1845,33114,57
1845,923,57
1845,31264,57
1845,32077,56
1845,5481,56
1845,5090,55
1845,21685,54
1845,24960,53
1845,2313,53
1845,25150,52
1845,1669,52
1845,10210,51
1845,16588,50
1845,27535,48
1845,9147,48
1845,20547,48
1845,31656,47
1845,30755,47
1845,7852,46
1845,3377,45
1845,18130,45
1845,25506,45
1845,25149,44
1845,25148,44
1845,5051,44
1845,21989,43
1845,15626,43
1845,4568,43
1845,20824,42
1845,4600,42
1845,11061,42
1845,1668,42
1845,31505,41
1848,30574,30310
1848,8717,1505
1848,4605,709
1848,11557,585
1848,21689,520
1848,21773,373
1848,14552,317
1848,7009,286
1848,3216,237
1848,11743,206
1848,14467,191
1848,14487,164
1848,22743,163
1848,19733,160
1848,4949,155
1848,3611,142
1848,240,138
1848,5207,119
1848,19742,119
1848,11590,111
1848,4594,107
1848,4615,104
1848,3218,89
1848,236,83
1848,7016,80
1848,9221,64
1848,251,63
1848,30521,61
1848,23931,51
1848,17213,50
1848,22753,49
1848,5051,48
1848,18045,47
1848,8656,46
1848,7457,42
1848,1642,41
1848,22034,40
1848,7884,40
1848,923,37
1848,261,37
1848,32686,37
1848,19738,37
1848,3232,36
1848,18367,35
1848,4611,34
1848,7027,34
1848,32130,33
1848,10644,31
1848,248,31
1848,4587,31
1848,8683,31
1848,8055,30
1848,254,30
1848,4985,29
1848,15169,26
1848,20849,26
1848,32586,26
1848,21989,25
1848,4561,25
1848,3231,25
1848,3392,24
1848,4568,24
1848,8678,24
1848,9484,23
1848,26735,22
1848,31155,22
1848,1416,22
1848,3596,22
1848,14445,22
1848,7025,22
1848,20774,21
1848,3389,21
1848,33777,21
1848,11665,21
1848,4600,21
1848,2928,21
1848,11247,21
1848,3358,20
1848,30755,20
1848,11644,20
1848,27535,19
1848,7026,19
1848,22689,18
1848,10197,18
1848,31505,18
1848,22330,18
1848,10155,18
1848,272,17
1848,19524,17
1848,23909,17
1848,8346,17
1848,11497,16
1848,3371,16
1848,5481,16
1848,31265,16
1848,3230,16
1848,11579,15
1848,11643,15
1848,19749,15
1848,10093,14
1898,30574,21613
1898,21689,1345
1898,8717,1309
1898,11557,581
1898,21773,547
1898,1691,312
1898,19733,277
1898,31155,208
1898,4605,187
1898,14552,130
1898,22743,119
1898,3389,107
1898,18045,106
1898,19742,88
1898,3371,86
1898,5207,84
1898,29045,83
1898,11590,79
1898,20539,79
1898,19738,74
1898,30521,71
1898,4949,71
1898,28422,61
1898,25152,55
1898,25151,55
1898,30358,53
1898,4615,51
1898,9221,48
1898,30755,47
1898,3611,47
1898,21195,46
1898,31265,45
1898,31264,45
1898,27535,44
1898,1669,43
1898,3392,42
1898,16588,42
1898,20537,40
1898,11978,39
1898,22597,37
1898,1668,37
1898,4594,36
1898,7526,36
1898,28420,35
1898,25114,34
1898,29076,33
1898,3358,33
1898,12315,33
1898,22596,33
1898,7457,32
1898,22689,32
1898,17213,32
1898,30756,32
1898,10977,32
1898,25506,31
1898,21739,31
1898,22753,30
1898,22545,30
1898,32586,30
1898,3377,30
1898,5481,29
1898,8055,28
1898,3379,28
1898,24997,28
1898,4587,27
1898,4611,27
1898,9546,27
1898,4600,26
1898,25242,26
1898,1642,25
1898,24999,25
1898,1416,24
1898,487,24
1898,3216,24
1898,32477,24
1898,20604,24
1898,10197,23
1898,4959,23
1898,14445,23
1898,14405,23
1898,21327,23
1898,24960,22
1898,20824,22
1898,14064,22
1898,3616,22
1898,10210,21
1898,14370,21
1898,21123,21
1898,20540,21
1898,20774,20
1898,20849,20
1898,18054,20
1898,24995,20
1898,31186,20
1898,31159,20
1898,25153,19
1898,4596,19
1898,4607,19
1898,12955,19
1898,16651,18
2159,30574,3889
2159,21689,693
2159,10245,422
2159,23931,330
2159,8717,290
2159,14552,210
2159,21773,171
2159,11557,135
2159,4605,126
2159,5951,113
2159,19733,88
2159,22743,71
2159,23909,54
2159,30521,39
2159,10256,39
2159,11937,35
2159,5207,32
2159,3389,32
2159,19742,30
2159,18045,28
2159,4949,28
2159,9221,25
2159,3611,25
2159,9375,23
2159,13287,22
2159,4615,21
2159,8706,21
2159,17213,20
2159,6235,20
2159,28046,19
2159,4594,18
2159,8020,18
2159,22753,16
2159,10644,16
2159,33848,16
2159,3358,15
2159,10240,15
2159,11743,14
2159,1416,14
2159,27535,13
2159,30756,13
2159,3392,12
2159,3371,12
2159,28052,12
2159,8705,12
2159,15706,12
2159,31505,11
2159,4561,11
2159,10248,11
2159,13056,11
2159,20774,10
2159,20849,10
2159,2277,10
2159,32586,10
2159,8517,10
2159,3377,10
2159,21739,10
2159,28025,10
2159,2305,10
2159,3379,9
2159,25506,9
2159,20731,9
2159,3596,9
2159,23923,9
2159,13458,9
2159,14612,9
2159,23940,9
2159,23898,9
2159,15329,9
2159,10197,8
2159,14764,8
2159,2271,8
2159,32785,8
2159,11978,8
2159,4587,8
2159,5481,8
2159,9477,8
2159,5051,8
2159,617,8
2159,15698,8
2159,10250,8
2159,10236,8
2159,12353,8
2159,23911,8
2159,11590,7
2159,15169,7
2159,30755,7
2159,19738,7
2159,17639,7
2159,8683,7
2159,21915,7
2159,21678,7
2159,33454,7
2159,22545,6
2159,12940,6
2159,4600,6
2159,28031,6
2159,28032,6
2159,33523,6
2159,33541,6
2199,30574,141668
2199,8717,6008
2199,14552,3124
2199,21689,1614
2199,4605,1245
2199,21773,677
2199,23931,570
2199,11557,534
2199,2305,379
2199,7343,322
2199,4594,243
2199,24246,199
2199,14467,162
2199,22743,157
2199,17780,153
2199,18217,100
2199,3389,98
2199,23909,94
2199,3371,91
2199,31647,89
2199,5207,88
2199,4615,86
2199,3392,83
2199,4949,83
2199,1482,81
2199,32130,77
2199,18045,75
2199,2284,73
2199,30521,72
2199,22753,63
2199,9221,63
2199,30755,57
2199,14557,53
2199,32586,51
2199,2277,50
2199,3358,50
2199,31653,50
2199,30756,47
2199,14572,45
2199,17213,43
2199,3377,42
2199,2271,40
2199,1416,40
2199,21739,37
2199,2322,33
2199,31414,33
2199,22330,32
2199,4611,32
2199,24239,32
2199,31505,31
2199,31645,30
2199,22689,29
2199,14520,29
2199,20849,28
2199,3379,28
2199,5951,28
2199,4587,28
2199,14612,28
2199,2104,27
2199,509,27
2199,31656,26
2199,1642,26
2199,4561,26
2199,10197,25
2199,19738,25
2199,9477,25
2199,206,25
2199,9764,25
2199,14622,24
2199,30693,23
2199,20774,22
2199,9484,22
2199,4634,22
2199,23923,22
2199,2224,22
2199,27535,21
2199,10210,21
2199,4600,21
2199,31528,21
2199,11505,20
2199,21374,20
2199,21712,20
2199,25506,19
2199,11978,19
2199,21803,19
2199,24241,19
2199,13458,19
2199,14487,18
2199,28740,18
2199,21788,18
2199,14625,18
2199,32099,17
2199,31557,17
2199,14573,17
2199,7339,17
2199,21685,16
2199,14602,16
2199,14562,16
2199,4614,16
2199,1480,16
2203,30574,172823
2203,8717,3543
2203,14552,3109
2203,4605,2591
2203,21689,1562
2203,21773,633
2203,11557,559
2203,2305,483
2203,4594,395
2203,24246,371
2203,23931,261
2203,14467,252
2203,22743,210
2203,5207,150
2203,4615,149
2203,2323,123
2203,31647,106
2203,24239,86
2203,4561,84
2203,2277,83
2203,14572,78
2203,24609,76
2203,3389,75
2203,3392,75
2203,18045,73
2203,22753,69
2203,23909,69
2203,9221,68
2203,3371,67
2203,3358,62
2203,4949,62
2203,4611,62
2203,25830,62
2203,9051,61
2203,14557,57
2203,31653,57
2203,24624,51
2203,2271,50
2203,17213,49
2203,19738,48
2203,32130,47
2203,2322,47
2203,12428,47
2203,14520,45
2203,31656,44
2203,14487,42
2203,24236,41
2203,16486,39
2203,4587,38
2203,20849,37
2203,25826,37
2203,17780,36
2203,24241,36
2203,22689,35
2203,30521,35
2203,13458,35
2203,1581,35
2203,3379,34
2203,30755,34
2203,31414,32
2203,25829,32
2203,20774,31
2203,32586,31
2203,3611,31
2203,4600,31
2203,392,31
2203,3377,30
2203,16485,30
2203,4634,29
2203,14622,29
2203,31416,29
2203,19577,27
2203,24238,27
2203,31410,26
2203,31528,25
2203,28601,25
2203,31526,25
2203,30756,24
2203,1416,24
2203,21739,24
2203,6524,24
2203,14764,23
2203,1642,23
2203,30693,23
2203,22206,23
2203,23290,23
2203,15169,22
2203,12940,22
2203,2450,22
2203,24240,22
2203,28598,22
2203,14126,22
2203,7457,21
2203,10197,21
2203,10210,21
2203,9484,21
2203,4607,21
2203,506,21
2203,24632,21
2203,17779,21
2265,30574,867
2265,8759,122
2265,3611,111
2265,28422,89
2265,11557,73
2265,21689,70
2265,4605,65
2265,28489,60
2265,19742,51
2265,22743,36
2265,4615,36
2265,8717,34
2265,5207,31
2265,6200,30
2265,15626,27
2265,11743,21
2265,14134,21
2265,9221,18
2265,19733,18
2265,27535,17
2265,3596,17
2265,18045,16
2265,4611,16
2265,3608,16
2265,22753,15
2265,21773,15
2265,19738,14
2265,15624,13
2265,4594,13
2265,20849,12
2265,29045,12
2265,17578,12
2265,4561,11
2265,4600,11
2265,17579,11
2265,1691,9
2265,17213,9
2265,1642,9
2265,10210,9
2265,20774,8
2265,10197,8
2265,27095,8
2265,3616,8
2265,5481,8
2265,2919,8
2265,4634,7
2265,4587,7
2265,3594,7
2265,12068,7
2265,31030,7
2265,10644,6
2265,12940,6
2265,5180,6
2265,3614,6
2265,4568,6
2265,23256,6
2265,25242,6
2265,14151,6
2265,4570,6
2265,26346,6
2265,4477,6
2265,15169,5
2265,609,5
2265,4949,5
2265,12452,5
2265,4959,5
2265,20520,5
2265,4597,5
2265,9107,5
2265,3321,5
2265,31029,5
2265,11497,4
2265,5090,4
2265,22689,4
2265,3371,4
2265,5444,4
2265,22545,4
2265,14764,4
2265,2277,4
2265,18130,4
2265,12954,4
2265,19737,4
2265,24992,4
2265,23349,4
2265,617,4
2265,4617,4
2265,19659,4
2265,15642,4
2265,20159,4
2265,605,4
2265,4511,4
2265,9364,4
2265,4476,4
2265,3389,3
2265,27111,3
2265,5510,3
2265,1416,3
2265,22333,3
2265,22657,3
2265,28441,3
2368,30574,978
2368,4605,633
2368,8717,574
2368,14552,569
2368,21689,295
2368,21773,127
2368,2305,121
2368,24246,92
2368,4594,87
2368,11557,54
2368,23931,40
2368,4615,39
2368,14467,33
2368,22743,30
2368,31647,24
2368,3371,23
2368,3389,22
2368,14445,22
2368,9051,21
2368,31653,21
2368,24239,20
2368,14572,19
2368,3392,18
2368,4949,18
2368,4561,18
2368,19738,16
2368,4611,15
2368,5207,14
2368,22753,13
2368,2277,13
2368,9221,12
2368,30521,12
2368,14557,12
2368,19577,12
2368,2322,12
2368,21152,12
2368,30756,11
2368,24241,11
2368,32586,10
2368,509,10
2368,30236,10
2368,26239,10
2368,24238,9
2368,18045,8
2368,3358,8
2368,17213,7
2368,3379,7
2368,3377,7
2368,23909,7
2368,4634,7
2368,24240,7
2368,31416,7
2368,4614,7
2368,29449,7
2368,20774,6
2368,2271,6
2368,1642,6
2368,1416,6
2368,31505,6
2368,19733,6
2368,30693,6
2368,30613,6
2368,24236,6
2368,26240,6
2368,2270,6
2368,20849,5
2368,14764,5
2368,31656,5
2368,30755,5
2368,21739,5
2368,4600,5
2368,5481,5
2368,22944,5
2368,5051,5
2368,14520,5
2368,31528,5
2368,14601,5
2368,14622,5
2368,25145,5
2368,1668,5
2368,4604,5
2368,27556,4
2368,21437,4
2368,923,4
2368,18284,4
2368,25562,4
2368,19742,4
2368,9477,4
2368,14573,4
2368,21788,4
2368,3677,4
2368,2450,4
2368,31414,4
2368,14625,4
2368,21501,4
2368,14452,4
2368,4621,4
2368,30232,4
2368,31052,4
2368,19579,4
2743,30574,13402
2743,8717,1128
2743,21689,704
2743,4605,244
2743,19733,237
2743,21773,210
2743,5207,167
2743,3611,114
2743,11557,109
2743,19742,108
2743,22743,101
2743,24526,91
2743,1499,76
2743,9012,76
2743,6786,67
2743,31265,62
2743,27199,61
2743,4615,55
2743,9221,54
2743,4594,46
2743,1642,43
2743,33114,38
2743,31264,37
2743,22753,34
2743,19738,31
2743,12413,30
2743,20774,27
2743,11743,26
2743,29927,26
2743,15626,24
2743,18045,22
2743,4611,21
2743,29045,21
2743,15169,20
2743,5090,20
2743,20849,17
2743,11221,17
2743,26459,17
2743,21989,15
2743,9886,15
2743,27095,15
2743,4600,15
2743,22034,14
2743,17213,13
2743,4561,13
2743,25423,13
2743,5180,12
2743,3596,12
2743,31261,12
2743,6857,11
2743,30521,11
2743,5444,11
2743,4587,11
2743,4568,11
2743,27535,10
2743,14064,10
2743,32586,10
2743,3608,10
2743,19749,10
2743,2158,10
2743,24517,10
2743,28038,10
2743,31250,10
2743,24493,10
2743,32989,9
2743,6828,9
2743,8055,9
2743,22545,9
2743,4949,9
2743,28052,9
2743,1629,9
2743,7484,9
2743,4617,9
2743,6784,9
2743,31152,9
2743,10197,8
2743,14764,8
2743,25438,8
2743,12940,8
2743,11978,8
2743,3614,8
2743,19735,8
2743,5481,8
2743,19786,8
2743,29401,8
2743,31254,8
2743,15642,8
2743,31270,8
2743,9007,8
2743,14370,7
2743,22944,7
2743,20125,7
2743,5332,7
2743,9602,7
2743,14187,7
2743,27556,6
2743,8517,6
2743,25630,6
2743,25192,6
2743,32657,6
3465,30574,7771
3465,21529,628
3465,21689,324
3465,11557,198
3465,19733,143
3465,8717,132
3465,21773,123
3465,5207,111
3465,4605,85
3465,31155,74
3465,22743,71
3465,26138,69
3465,19742,68
3465,11743,67
3465,4949,64
3465,30521,63
3465,28275,53
3465,3611,38
3465,4615,37
3465,20774,36
3465,22753,34
3465,9221,34
3465,18045,34
3465,1642,28
3465,3371,27
3465,4594,25
3465,20849,23
3465,17213,23
3465,6750,23
3465,21530,22
3465,28277,19
3465,15169,18
3465,8055,17
3465,14064,16
3465,19738,16
3465,1691,15
3465,21274,15
3465,3389,14
3465,5090,13
3465,22689,13
3465,10197,13
3465,11221,13
3465,10210,13
3465,3379,13
3465,3392,12
3465,11497,11
3465,4600,11
3465,5051,11
3465,21541,11
3465,11505,10
3465,4561,10
3465,22333,10
3465,6122,10
3465,11503,9
3465,1659,9
3465,4587,9
3465,5393,9
3465,22733,9
3465,5832,9
3465,20824,8
3465,9484,8
3465,5180,8
3465,4959,8
3465,21051,8
3465,11590,7
3465,22545,7
3465,25147,7
3465,1416,7
3465,4611,7
3465,32080,7
3465,1669,7
3465,20125,7
3465,2158,7
3465,31264,7
3465,22034,6
3465,615,6
3465,11595,6
3465,611,6
3465,12948,6
3465,33777,6
3465,15626,6
3465,1078,6
3465,11978,6
3465,4568,6
3465,4985,6
3465,5481,6
3465,9477,6
3465,25630,6
3465,8346,6
3465,1668,6
3465,21265,6
3465,5263,6
3465,21525,6
3465,33114,5
3465,25151,5
3465,27535,5
3465,24996,5
3465,24995,5
3465,6022,5
3465,15392,5
3686,30574,8288
3686,21689,446
3686,8717,318
3686,21773,252
3686,11557,181
3686,19733,157
3686,19742,151
3686,4605,125
3686,26256,111
3686,4949,98
3686,11743,68
3686,12600,57
3686,26251,55
3686,4615,52
3686,26246,48
3686,26257,37
3686,18045,34
3686,3371,34
3686,13207,34
3686,19738,34
3686,22743,33
3686,3611,33
3686,32865,31
3686,5207,28
3686,3392,28
3686,3389,26
3686,5051,25
3686,32686,24
3686,17213,22
3686,19735,20
3686,26247,18
3686,1642,18
3686,13202,17
3686,2621,17
3686,8055,16
3686,13214,16
3686,4594,16
3686,4985,15
3686,30521,13
3686,32586,13
3686,4568,13
3686,25151,12
3686,10197,12
3686,26248,12
3686,19737,12
3686,32724,12
3686,25150,11
3686,4959,11
3686,4607,11
3686,25152,10
3686,13213,10
3686,30755,10
3686,4600,10
3686,4611,10
3686,13205,9
3686,1416,9
3686,25630,9
3686,1669,9
3686,22753,8
3686,2104,8
3686,27535,8
3686,26253,8
3686,30073,8
3686,26735,8
3686,3377,8
3686,1659,8
3686,9484,8
3686,3616,8
3686,22618,8
3686,1668,8
3686,19728,8
3686,1599,8
3686,1974,8
3686,20774,7
3686,22034,7
3686,615,7
3686,26245,7
3686,3379,7
3686,25149,7
3686,18284,7
3686,9477,7
3686,9538,7
3686,32863,7
3686,26242,6
3686,26261,6
3686,5105,6
3686,29316,6
3686,5393,6
3686,21685,6
3686,19749,6
3686,6200,6
3686,25153,5
3686,13209,5
3686,13135,5
3686,13211,5
3686,25839,5
3686,603,5
3686,24997,5
3686,24996,5
3686,24999,5
4136,30574,31077
4136,15048,1582
4136,21689,844
4136,8717,710
4136,27669,564
4136,19733,523
4136,10891,481
4136,21773,411
4136,11557,347
4136,11743,339
4136,4949,262
4136,7224,248
4136,7725,222
4136,19742,193
4136,12680,185
4136,3389,159
4136,26256,136
4136,3392,135
4136,3371,130
4136,15067,128
4136,22743,126
4136,14694,114
4136,5207,107
4136,18045,80
4136,4605,80
4136,1642,76
4136,26251,66
4136,3379,63
4136,26246,62
4136,9057,62
4136,4615,59
4136,19738,48
4136,13207,46
4136,22753,42
4136,26257,42
4136,15060,41
4136,17213,40
4136,3377,40
4136,2277,37
4136,3611,37
4136,25148,33
4136,5051,33
4136,14704,33
4136,10886,32
4136,8055,31
4136,1659,31
4136,18284,29
4136,14408,29
4136,18001,29
4136,10197,27
4136,27047,27
4136,27696,26
4136,25149,25
4136,28751,25
4136,26636,25
4136,9221,23
4136,30521,23
4136,13202,23
4136,22689,21
4136,25151,21
4136,9477,21
4136,20849,20
4136,18367,20
4136,13214,20
4136,11503,20
4136,27682,20
4136,12874,20
4136,25147,19
4136,26247,18
4136,3358,18
4136,5481,18
4136,24728,18
4136,25145,17
4136,1668,17
4136,27678,17
4136,12692,17
4136,2104,16
4136,25152,16
4136,27535,16
4136,1416,16
4136,4568,16
4136,20774,15
4136,615,15
4136,25150,15
4136,13205,15
4136,26253,15
4136,4594,15
4136,19737,15
4136,4959,15
4136,12663,15
4136,21685,15
4136,8067,14
4136,2690,14
4136,9484,14
4136,4600,14
4136,27683,14
4136,13213,13
4136,10210,13
4136,3616,13
4136,7228,13
4138,30574,80238
4138,15048,2067
4138,8717,1852
4138,21689,1521
4138,19733,1119
4138,11557,800
4138,21773,701
4138,10891,653
4138,19742,434
4138,27669,416
4138,11743,363
4138,7725,308
4138,12680,280
4138,5207,239
4138,15067,236
4138,4605,232
4138,22743,212
4138,3389,113
4138,4615,110
4138,3392,95
4138,4949,93
4138,19738,92
4138,3371,83
4138,9057,83
4138,3611,78
4138,1642,77
4138,18045,69
4138,2277,68
4138,8055,67
4138,22753,65
4138,18001,64
4138,17213,60
4138,24728,59
4138,30521,52
4138,15060,46
4138,9221,44
4138,18367,44
4138,28751,42
4138,3377,41
4138,4594,41
4138,20849,40
4138,14408,39
4138,18011,39
4138,10886,39
4138,10197,37
4138,3379,35
4138,27047,35
4138,22689,33
4138,20774,32
4138,10210,32
4138,26636,32
4138,12874,31
4138,11503,30
4138,13270,30
4138,15169,29
4138,27656,28
4138,11221,27
4138,1416,27
4138,2104,25
4138,27682,25
4138,4561,25
4138,4568,25
4138,19735,25
4138,21685,25
4138,15059,24
4138,11497,23
4138,19737,23
4138,4600,23
4138,4587,23
4138,12663,23
4138,1668,23
4138,27678,23
4138,14064,22
4138,18284,22
4138,4607,22
4138,19749,22
4138,28601,22
4138,31526,22
4138,27535,21
4138,4611,21
4138,923,20
4138,5051,20
4138,8483,20
4138,7852,19
4138,25147,19
4138,3358,19
4138,25149,19
4138,3616,19
4138,3605,19
4138,5481,19
4138,12294,19
4138,12692,19
4138,11590,18
4138,11505,18
4138,22034,18
4138,615,18
4138,32586,18
4138,1669,18
4138,617,18
4138,25148,17
4373,30574,2458
4373,21689,566
4373,8717,563
4373,19733,294
4373,14552,279
4373,21773,231
4373,11557,168
4373,6140,158
4373,4605,156
4373,3216,148
4373,32130,123
4373,19742,119
4373,3611,70
4373,5207,56
4373,14467,55
4373,22743,52
4373,4615,52
4373,12986,46
4373,4594,35
4373,4949,34
4373,28203,31
4373,26735,27
4373,23931,26
4373,18045,24
4373,19738,23
4373,17213,22
4373,2928,21
4373,17072,21
4373,1642,20
4373,31155,20
4373,3218,19
4373,29045,17
4373,11221,16
4373,26976,16
4373,15034,15
4373,30521,13
4373,2931,13
4373,9221,12
4373,32586,12
4373,4596,12
4373,19749,12
4373,15698,12
4373,33114,11
4373,9147,11
4373,4173,11
4373,11590,10
4373,15169,10
4373,3392,10
4373,25506,10
4373,4587,10
4373,4568,10
4373,8656,10
4373,7884,10
4373,22753,9
4373,3389,9
4373,3371,9
